Hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
6707,550.696,10.6,8,42.72134408767123,116.6675374904759,81,600.696,60.6,56,92.72134408767124
6708,487.535,9.7,9,4.854698191780822,115.8005024785511,91,537.535,59.7,53,54.85469819178082
6709,465.699,8.9,8,4.854698191780822,115.6869128372533,64,515.699,58.9,46,54.85469819178082
6710,483.997,8.4,8,4.854698191780822,116.1155123405981,62,533.9970000000001,58.4,42,54.85469819178082
6711,492.1270000000001,8.2,10,4.854698191780822,112.3606089153084,58,542.1270000000001,58.2,48,54.85469819178082
6712,504.067,8.4,8,4.854698191780822,110.6272962692985,74,554.067,58.4,51,54.85469819178082
6713,506.2860000000001,8.6,9,4.854698191780822,109.9464097253773,100,556.2860000000001,58.6,63,54.85469819178082
6714,497.536,9.3,10,68.1611337467009,109.0810348073902,114,547.5360000000001,59.3,57,118.1611337467009
6715,559.34,10.3,11,5.770350778292794,108.9613064066744,119,609.34,60.3,71,55.77035077829279
6716,677.677,10.3,11,6.202526893138352,106.3128337840841,112,727.677,60.3,64,56.20252689313836
6717,666.202,10.7,11,6.490644303035387,103.5190677249022,117,716.202,60.7,76,56.49064430303539
6718,557.7660000000001,9.7,20,7.354996532726499,101.2049841236756,99,607.7660000000001,59.7,79,57.3549965327265
6719,601.308,9.0,17,8.075290057469092,99.67003053400221,87,651.308,59.0,80,58.07529005746909
6720,624.8190000000001,9.0,12,8.507466172314647,98.22053523613287,81,674.8190000000001,59.0,78,58.50746617231465
6721,625.4490000000001,8.7,13,8.795583582211684,97.57265835719264,81,675.4490000000001,58.7,79,58.79558358221168
6722,628.815,8.9,5,9.083700992108723,97.37038567862936,75,678.815,58.9,76,59.08370099210872
6723,663.77,10.1,4,9.803994516851315,97.81274157497437,73,713.77,60.1,73,59.80399451685132
6724,625.8109999999999,10.2,4,10.09211192674835,101.2260312297869,81,675.8109999999999,60.2,76,60.09211192674835
6725,628.0070000000001,9.7,8,9.948053221799833,109.9993452293248,118,678.0070000000001,59.7,76,59.94805322179983
6726,655.613,9.5,10,9.803994516851315,118.0335147562486,124,705.613,59.5,80,59.80399451685132
6727,668.688,10.1,10,33.60783806462641,120.2579448279166,83,718.688,60.1,81,83.6078380646264
6728,598.5809999999999,10.8,10,6.922820417880944,118.6091495806471,75,648.5809999999999,60.8,62,56.92282041788094
6729,567.934,11.2,9,4.854698191780822,111.9814676708989,69,617.934,61.2,62,54.85469819178082
6730,572.338,11.1,10,4.854698191780822,118.0691016080341,65,622.338,61.1,61,54.85469819178082
6731,499.028,10.2,8,42.72134408767123,116.9805788225308,67,549.028,60.2,61,92.72134408767124
6732,424.224,9.8,5,4.854698191780822,115.7422969827793,59,474.224,59.8,58,54.85469819178082
6733,388.8190000000001,8.9,7,4.854698191780822,113.2747405300812,60,438.8190000000001,58.9,55,54.85469819178082
6734,357.504,9.0,7,4.854698191780822,111.1179879493022,56,407.504,59.0,51,54.85469819178082
6735,383.04,9.8,5,4.854698191780822,106.278397798673,62,433.04,59.8,50,54.85469819178082
6736,423.3869999999999,10.3,6,4.854698191780822,104.096452528246,75,473.3869999999999,60.3,48,54.85469819178082
6737,451.451,10.9,8,4.854698191780822,103.7736214624046,89,501.451,60.9,48,54.85469819178082
6738,490.502,12.0,9,67.96577468493152,102.6604426394091,89,540.502,62.0,51,117.9657746849315
6739,479.3869999999999,13.0,9,4.854698191780822,101.1071349902706,77,529.387,63.0,52,54.85469819178082
6740,508.151,13.4,8,4.854698191780822,99.60605028893063,77,558.1510000000001,63.4,43,54.85469819178082
6741,515.747,14.0,9,4.854698191780822,99.22867932008103,71,565.747,64.0,41,54.85469819178082
6742,511.7,13.6,9,4.854698191780822,96.82585142930556,58,561.7,63.6,47,54.85469819178082
6743,490.131,14.3,8,4.854698191780822,95.68578527015411,51,540.1310000000001,64.3,41,54.85469819178082
6744,482.093,14.8,4,4.854698191780822,98.4533924966693,46,532.0930000000001,64.8,37,54.85469819178082
6745,470.079,15.1,4,4.854698191780822,94.53007259576566,47,520.079,65.1,38,54.85469819178082
6746,472.609,16.4,4,4.854698191780822,92.33951515763982,45,522.6089999999999,66.4,38,54.85469819178082
6747,471.3920000000001,16.7,4,4.854698191780822,92.11124106598635,44,521.392,66.7,37,54.85469819178082
6748,462.389,15.8,6,4.905998548601684,93.79560274761342,56,512.389,65.8,40,54.90599854860169
6749,462.345,15.8,7,5.19411595849872,96.37112281333692,95,512.345,65.8,48,55.19411595849872
6750,494.598,15.7,10,5.19411595849872,97.78529390727911,78,544.598,65.7,54,55.19411595849872
6751,492.1560000000001,15.4,8,30.0991287890411,98.63200596730722,53,542.1560000000001,65.4,45,80.0991287890411
6752,498.2459999999999,16.1,9,4.854698191780822,98.45992027453421,45,548.2459999999999,66.1,35,54.85469819178082
6753,498.514,16.2,8,4.854698191780822,98.68619974054825,34,548.514,66.2,31,54.85469819178082
6754,506.189,15.5,8,4.854698191780822,100.6497772378292,25,556.189,65.5,27,54.85469819178082
6755,510.5730000000001,13.1,8,42.72134408767123,99.04232112039308,17,560.5730000000001,63.1,34,92.72134408767124
6756,507.869,11.8,6,4.854698191780822,97.97800820929999,13,557.869,61.8,27,54.85469819178082
6757,481.794,10.5,4,4.854698191780822,97.32932127797257,16,531.794,60.5,29,54.85469819178082
6758,465.622,9.8,4,4.854698191780822,96.73839090063159,24,515.622,59.8,30,54.85469819178082
6759,478.321,9.3,7,4.854698191780822,94.99249942770913,28,528.321,59.3,30,54.85469819178082
6760,475.088,10.4,6,4.854698191780822,95.25594996876782,37,525.088,60.4,32,54.85469819178082
6761,475.4,11.0,9,4.854698191780822,94.73237753144859,42,525.4000000000001,61.0,32,54.85469819178082
6762,485.202,13.6,8,67.96577468493152,93.74086084496439,77,535.202,63.6,34,117.9657746849315
6763,474.404,15.5,10,4.854698191780822,92.18213653679842,69,524.404,65.5,32,54.85469819178082
6764,481.3040000000001,16.1,10,5.050057253550202,90.44217735356543,57,531.3040000000001,66.1,37,55.0500572535502
6765,530.5709999999999,15.8,9,5.626292073344276,88.73729941895002,42,580.5709999999999,65.8,35,55.62629207334427
6766,542.548,16.8,8,5.914409483241313,87.94824859130753,34,592.548,66.8,39,55.91440948324131
6767,520.463,17.6,5,6.202526893138352,86.97905262350218,29,570.463,67.6,30,56.20252689313836
6768,516.12,18.0,3,6.634703007983905,86.03968965886303,28,566.12,68.0,27,56.6347030079839
6769,515.4300000000001,17.9,4,6.778761712932424,85.93567627445859,28,565.4300000000001,67.9,27,56.77876171293242
6770,518.779,18.6,3,6.922820417880944,84.9486761887939,26,568.779,68.6,27,56.92282041788094
6771,526.244,19.2,3,6.922820417880944,84.98916527707668,25,576.244,69.2,28,56.92282041788094
6772,541.1,19.6,4,6.778761712932424,86.0288762749831,38,591.1,69.6,36,56.77876171293242
6773,509.3430000000001,19.4,6,7.066879122829462,87.92749530285558,91,559.3430000000001,69.4,35,57.06687912282946
6774,530.821,19.9,10,7.066879122829462,89.84335098907022,80,580.821,69.9,43,57.06687912282946
6775,580.894,20.7,8,32.0231923101927,90.96286295989407,37,630.894,70.7,38,82.0231923101927
6776,577.417,21.2,10,6.634703007983905,92.82582578921448,31,627.417,71.2,39,56.6347030079839
6777,610.6400000000001,18.4,8,6.058468188189831,93.72056942530827,23,660.6400000000001,68.4,33,56.05846818818983
6778,628.826,14.1,9,5.338174663447239,94.80868821152998,12,678.826,64.1,37,55.33817466344724
6779,616.8710000000001,12.8,7,43.06076185438913,95.76917995199165,15,666.8710000000001,62.8,34,93.06076185438914
6780,613.0169999999999,11.2,5,4.854698191780822,96.97940800431236,7,663.0169999999999,61.2,27,54.85469819178082
6781,580.3389999999999,10.4,5,4.854698191780822,96.05927765259982,12,630.3389999999999,60.4,28,54.85469819178082
6782,568.248,10.2,6,4.854698191780822,96.95772989095003,30,618.248,60.2,29,54.85469819178082
6783,584.1360000000001,10.7,4,5.338174663447239,95.96145135288627,26,634.1360000000001,60.7,33,55.33817466344724
6784,618.8659999999999,12.0,6,6.202526893138352,97.17071447032012,47,668.8659999999999,62.0,30,56.20252689313836
6785,638.81,12.5,8,6.634703007983905,97.1875250205684,66,688.81,62.5,36,56.6347030079839
6786,685.0749999999999,12.9,9,69.88983820608311,96.32401980739026,57,735.0749999999999,62.9,37,119.8898382060831
6787,634.297,13.8,8,7.066879122829462,95.725920496626,52,684.297,63.8,36,57.06687912282946
6788,636.96,13.7,7,7.354996532726499,93.99154203672205,52,686.96,63.7,32,57.3549965327265
6789,635.7950000000001,12.7,8,7.499055237675016,92.19501485958988,46,685.7950000000001,62.7,36,57.49905523767502
6790,664.1709999999999,12.2,6,7.931231352520573,90.7670037699253,31,714.1709999999999,62.2,28,57.93123135252057
6791,682.5450000000001,12.2,7,8.939642287160202,89.97950490842238,30,732.5450000000001,62.2,28,58.9396422871602
6792,671.078,12.7,3,9.37181840200576,89.64550611363748,27,721.078,62.7,31,59.37181840200576
6793,650.733,12.9,3,9.37181840200576,89.82906434701293,28,700.733,62.9,27,59.37181840200576
6794,656.1920000000001,12.4,4,10.52428804159391,90.10076679086086,29,706.1920000000001,62.4,28,60.52428804159391
6795,605.46,12.5,3,11.10052286138798,92.34018530836191,36,655.46,62.5,26,61.10052286138798
6796,634.6260000000001,13.0,4,11.2445815663365,96.37636683032696,60,684.6260000000001,63.0,31,61.2445815663365
6797,725.4209999999999,14.6,6,11.2445815663365,106.4528997550917,96,775.4209999999999,64.6,41,61.2445815663365
6798,736.002,16.1,10,11.10052286138798,114.8244902310016,126,786.002,66.1,51,61.10052286138798
6799,734.6320000000001,17.2,9,36.05683604875122,118.0679165515291,73,784.6320000000001,67.2,54,86.05683604875122
6800,729.2180000000001,16.5,10,10.23617063169687,118.0449509320832,56,779.2180000000001,66.5,39,60.23617063169687
6801,709.2740000000001,15.5,9,9.227759697057241,111.9114745537453,27,759.2740000000001,65.5,42,59.22775969705724
6802,693.4789999999998,14.7,11,8.651524877263165,117.7862928083392,24,743.4789999999998,64.7,29,58.65152487726316
6803,599.6149999999999,13.7,11,45.22164242861691,116.246998038587,25,649.6149999999999,63.7,31,95.22164242861692
6804,610.7470000000001,12.8,9,5.626292073344276,114.2284809882908,25,660.7470000000001,62.8,29,55.62629207334427
6805,607.314,11.9,10,5.626292073344276,114.469046371483,33,657.314,61.9,31,55.62629207334427
6806,640.489,11.5,11,6.634703007983905,113.6139137534632,43,690.489,61.5,29,56.6347030079839
6807,664.917,11.9,9,8.21934876241761,110.4448957886489,46,714.917,61.9,30,58.21934876241761
6808,710.1600000000001,12.4,9,9.659935811902795,109.6177165623053,61,760.1600000000001,62.4,35,59.6599358119028
6809,717.7630000000001,13.5,10,11.38864027128502,110.2071240894837,85,767.7630000000001,63.5,45,61.38864027128502
6810,758.712,14.1,10,76.37247992876645,109.2253025400642,70,808.712,64.1,45,126.3724799287665
6811,806.534,15.9,11,14.99010789499798,108.9710576010557,82,856.534,65.9,51,64.99010789499798
6812,855.817,17.1,11,14.55793178015243,105.0482739898682,78,905.817,67.1,47,64.55793178015243
6813,847.2249999999999,17.1,12,13.69357955046132,99.42924031747778,74,897.2249999999999,67.1,44,63.69357955046132
6814,854.251,17.7,10,14.12575566530687,96.60416238096542,60,904.251,67.7,48,64.12575566530687
6815,888.3699999999999,18.2,10,14.84604919004947,95.10720502037168,63,938.3699999999999,68.2,43,64.84604919004947
6816,916.546,20.1,5,15.56634271479206,94.84698901064215,61,966.546,70.1,43,65.56634271479206
6817,913.165,20.2,4,15.71040141974057,94.64866607744713,63,963.165,70.2,44,65.71040141974058
6818,869.6410000000001,20.1,4,16.43069494448317,94.86440012321953,65,919.6410000000001,70.1,45,66.43069494448316
6819,869.005,20.2,5,17.15098846922576,96.52600482976652,70,919.005,70.2,49,67.15098846922575
6820,844.627,20.4,5,16.43069494448317,101.6538947392252,76,894.627,70.4,52,66.43069494448316
6821,903.287,20.3,7,15.99851882963761,109.8559689771228,110,953.287,70.3,57,65.99851882963762
6822,924.5649999999999,20.6,11,15.56634271479206,117.9616572500661,123,974.5649999999999,70.6,65,65.56634271479206
6823,955.5129999999999,23.7,9,40.23453849225826,121.5815404669061,83,1005.513,73.7,52,90.23453849225825
6824,833.05,21.6,11,13.5495208455128,120.620084758063,58,883.05,71.6,55,63.5495208455128
6825,806.2790000000001,18.7,11,12.10893379602761,118.908265018807,39,856.2790000000001,68.7,41,62.10893379602761
6826,744.8209999999999,18.3,8,10.66834674654243,118.7373532677262,33,794.8209999999999,68.3,35,60.66834674654243
6827,805.982,17.5,6,47.81469911769025,119.2433726369788,17,855.982,67.5,30,97.81469911769025
6828,717.8580000000001,14.2,8,9.515877106954274,119.9094180063362,14,767.8580000000001,64.2,30,59.51587710695428
6829,722.486,12.0,8,9.659935811902795,119.4958285743842,15,772.486,62.0,27,59.6599358119028
6830,722.305,12.2,4,9.37181840200576,119.1044721507407,15,772.305,62.2,26,59.37181840200576
6831,780.3079999999999,13.1,8,9.515877106954274,118.2467615002243,34,830.3079999999999,63.1,31,59.51587710695428
6832,884.04,13.3,10,11.67675768118205,114.5745830893028,56,934.04,63.3,33,61.67675768118205
6833,829.7860000000001,13.6,9,12.10893379602761,115.6524752812709,63,879.7860000000001,63.6,39,62.10893379602761
6834,891.0749999999999,15.3,10,75.2200102891783,114.6054176337501,74,941.0749999999999,65.3,36,125.2200102891783
6835,920.254,16.2,10,12.25299250097613,112.2434468282106,63,970.254,66.2,32,62.25299250097613
6836,920.682,15.8,8,12.8292273207702,110.4976579256799,51,970.682,65.8,35,62.8292273207702
6837,841.1140000000001,15.2,7,13.26140343561576,107.6182824374029,60,891.1140000000001,65.2,35,63.26140343561576
6838,852.3269999999999,14.4,6,13.69357955046132,103.6812693287934,52,902.3269999999999,64.4,35,63.69357955046132
6839,898.5269999999999,15.6,4,14.70199048510095,101.1053498546892,51,948.5269999999999,65.6,39,64.70199048510095
6840,921.595,16.6,4,16.7188123543802,103.5893921118016,54,971.595,66.6,38,66.7188123543802
6841,933.8709999999999,16.5,4,18.15939940386539,102.7023649344732,53,983.8709999999999,66.5,38,68.1593994038654
6842,967.1070000000001,16.1,4,19.31186904345354,103.1986128127299,54,1017.107,66.1,38,69.31186904345354
6843,909.7860000000001,15.8,3,20.03216256819613,104.905571029531,55,959.7860000000001,65.8,40,70.03216256819613
6844,950.471,14.9,4,20.46433868304169,109.4957649574092,54,1000.471,64.9,40,70.46433868304169
6845,1051.923,14.4,4,20.89651479788724,119.2095450667538,55,1101.923,64.4,40,70.89651479788725
6846,1047.473,15.6,9,20.89651479788724,127.7299901894294,64,1097.473,65.6,47,70.89651479788725
6847,944.3017499999999,16.9,9,44.70035834566234,130.2940908723506,77,994.3017499999999,66.9,59,94.70035834566234
6848,959.7280000000001,16.2,8,17.15098846922576,129.8169135965431,80,1009.728,66.2,54,67.15098846922575
6849,925.8979999999999,15.6,10,15.27822530489502,128.0524054162973,61,975.8979999999999,65.6,43,65.27822530489502
6850,913.509,15.0,10,13.5495208455128,126.1539479156496,47,963.509,65.0,37,63.5495208455128
6851,914.837,13.4,8,50.40775580676357,125.0662119864025,37,964.837,63.4,28,100.4077558067636
6852,875.492,12.2,12,11.67675768118205,124.7205646262086,26,925.492,62.2,30,61.67675768118205
6853,873.9039999999999,11.1,9,11.38864027128502,124.2317955671877,23,923.9039999999999,61.1,29,61.38864027128502
6854,852.991,10.3,10,11.53269897623354,124.1926789166556,11,902.991,60.3,30,61.53269897623353
6855,963.52,11.1,8,12.54110991087317,119.1982315162992,31,1013.52,61.1,33,62.54110991087317
6856,986.4359999999999,12.6,7,16.28663623953465,118.8028569670263,32,1036.436,62.6,29,66.28663623953466
6857,994.6210000000001,12.8,6,19.16781033850502,120.4479763524117,22,1044.621,62.8,39,69.16781033850502
6858,1025.206,12.9,6,83.14323906134682,117.3780038131333,61,1075.206,62.9,28,133.1432390613468
6859,1057.092684,13.1,8,20.46433868304169,113.7644548314403,44,1107.092684,63.1,33,70.46433868304169
6860,1093.601,13.7,4,20.46433868304169,112.6648910500217,37,1143.601,63.7,36,70.46433868304169
6861,1098.871,13.3,4,20.75245609293872,110.6294443276795,33,1148.871,63.3,26,70.75245609293873
6862,1109.586,12.7,5,21.18463220778428,108.9537494213096,30,1159.586,62.7,27,71.18463220778428
6863,1093.993,13.0,3,21.3286909127328,107.3143271023477,43,1143.993,63.0,25,71.3286909127328
6864,1067.724,13.7,4,21.18463220778428,106.3605841070614,39,1117.724,63.7,27,71.18463220778428
6865,1013.64,13.9,4,19.0237516335565,106.1415245576336,35,1063.64,63.9,29,69.0237516335565
6866,980.635,14.7,3,17.15098846922576,105.7325807549798,37,1030.635,64.7,26,67.15098846922575
6867,910.3779999999999,14.5,3,16.57475364943168,107.5324412886243,45,960.3779999999999,64.5,26,66.57475364943168
6868,871.658,13.2,4,15.56634271479206,112.0710775868988,44,921.658,63.2,26,65.56634271479206
6869,865.173,13.4,3,14.84604919004947,121.5202323678001,54,915.173,63.4,31,64.84604919004947
6870,884.1250000000001,15.0,5,14.12575566530687,125.829291362624,61,934.1250000000001,65.0,35,64.12575566530687
6871,892.8780000000002,17.4,6,38.36177532792752,128.5751963131404,74,942.8780000000002,67.4,47,88.36177532792752
6872,848.4110000000001,16.4,10,12.10893379602761,128.8949023043957,71,898.4110000000001,66.4,40,62.10893379602761
6873,825.5350000000001,16.0,8,11.10052286138798,120.2609221479806,83,875.5350000000001,66.0,40,61.10052286138798
6874,789.1629999999999,15.4,8,10.38022933664539,127.2475450964349,66,839.1629999999999,65.4,34,60.38022933664539
6875,771.2609999999999,15.2,10,47.81469911769025,128.8210031762458,26,821.2609999999999,65.2,28,97.81469911769025
6876,723.1650000000001,14.1,9,9.659935811902795,129.8898287013234,28,773.1650000000001,64.1,25,59.6599358119028
6877,740.3810000000001,11.8,7,9.37181840200576,129.4220793238214,23,790.3810000000001,61.8,29,59.37181840200576
6878,745.433,10.9,10,8.939642287160202,127.8940375771194,41,795.433,60.9,39,58.9396422871602
6879,758.219,10.4,9,8.651524877263165,125.637748827658,38,808.219,60.4,36,58.65152487726316
6880,761.762,10.6,9,8.507466172314647,123.7021551669753,48,811.762,60.6,26,58.50746617231465
6881,755.447,11.9,11,8.507466172314647,120.4814925870661,87,805.447,61.9,31,58.50746617231465
6882,752.9780000000001,13.4,8,72.0507187803109,119.2461994238178,96,802.9780000000001,63.4,34,122.0507187803109
6883,779.058,14.6,11,9.37181840200576,117.2769473313652,71,829.058,64.6,31,59.37181840200576
6884,801.607,14.7,9,9.37181840200576,115.2500350938456,73,851.607,64.7,37,59.37181840200576
6885,840.9669999999999,15.1,11,9.083700992108723,110.9335765332335,73,890.9669999999999,65.1,36,59.08370099210872
6886,782.643,13.9,6,8.507466172314647,107.4244986970925,47,832.643,63.9,29,58.50746617231465
6887,736.827,13.3,4,8.21934876241761,105.0918359614422,40,786.827,63.3,28,58.21934876241761
6888,663.173,13.7,4,8.21934876241761,102.7812409616671,41,713.173,63.7,28,58.21934876241761
6889,678.574,13.1,4,8.21934876241761,102.6531360997712,42,728.574,63.1,30,58.21934876241761
6890,615.933,12.6,3,8.075290057469092,102.2610489980013,47,665.933,62.6,31,58.07529005746909
6891,602.5409999999999,11.4,4,7.354996532726499,99.87323238675039,50,652.5409999999999,61.4,34,57.3549965327265
6892,631.319,11.4,4,7.066879122829462,105.9981075913891,62,681.319,61.4,39,57.06687912282946
6893,682.1719999999999,11.1,10,8.075290057469092,119.9837799697874,117,732.1719999999999,61.1,49,58.07529005746909
6894,734.474,11.2,10,8.507466172314647,128.7505750108228,88,784.474,61.2,53,58.50746617231465
6895,743.039,12.4,9,33.31972065472937,132.2608144657113,60,793.039,62.4,52,83.31972065472937
6896,729.965,12.4,10,7.931231352520573,133.0231159258521,46,779.965,62.4,40,57.93123135252057
6897,707.4870000000001,12.6,9,7.354996532726499,130.4707872794121,28,757.4870000000001,62.6,38,57.3549965327265
6898,694.2760000000001,12.0,9,7.787172647572055,131.9633480066764,25,744.2760000000001,62.0,28,57.78717264757206
6899,703.0889999999999,11.1,10,49.39934487212395,130.6860093189181,15,753.0889999999999,61.1,29,99.39934487212395
6900,778.987,12.4,9,12.8292273207702,129.530801281192,14,828.987,62.4,25,62.8292273207702
6901,858.3530000000002,11.2,5,12.68516861582168,126.9761363494331,5,908.3530000000002,61.2,25,62.68516861582168
6902,895.198,11.2,3,12.8292273207702,124.694027406655,18,945.198,61.2,21,62.8292273207702
6903,928.9150000000002,10.8,8,12.97328602571872,120.6547226223016,11,978.9150000000002,60.8,26,62.97328602571872
6904,912.2439999999999,11.1,7,14.41387307520391,120.1584261771456,57,962.2439999999999,61.1,27,64.41387307520391
6905,885.116,10.9,10,13.5495208455128,120.3666794706713,78,935.116,60.9,31,63.5495208455128
6906,872.135,10.6,9,76.6605973386635,117.4425006553723,74,922.135,60.6,39,126.6605973386635
6907,910.8280000000001,10.2,9,13.11734473066724,114.067914107569,69,960.8280000000001,60.2,39,63.11734473066724
6908,933.5950000000001,10.7,10,13.69357955046132,113.503125528236,74,983.5950000000001,60.7,36,63.69357955046132
6909,947.328,10.7,10,14.99010789499798,109.8457759689339,78,997.328,60.7,37,64.99010789499798
6910,885.4660000000001,10.4,9,16.28663623953465,107.837075714577,53,935.4660000000001,60.4,45,66.28663623953466
6911,932.479,10.4,4,17.00692976427724,105.3684062100306,52,982.479,60.4,36,67.00692976427725
6912,966.8719999999998,10.2,4,17.87128199396835,105.7736376652193,51,1016.872,60.2,35,67.87128199396835
6913,992.74,9.7,4,19.0237516335565,105.2555651272102,54,1042.74,59.7,38,69.0237516335565
6914,993.441,9.9,3,19.59998645335058,104.1342840889582,57,1043.441,59.9,38,69.59998645335058
6915,989.447,10.1,4,19.45592774840206,105.0801283183871,59,1039.447,60.1,43,69.45592774840206
6916,994.7780000000001,9.9,6,19.74404515829909,106.9058635320935,69,1044.778,59.9,46,69.74404515829909
6917,958.3129999999999,9.6,8,19.74404515829909,108.7448126876118,122,1008.313,59.6,59,69.74404515829909
6918,956.6310000000001,10.0,12,19.31186904345354,110.103326598236,109,1006.631,60.0,59,69.31186904345354
6919,935.781,10.0,11,42.53947777143456,110.0889023499641,72,985.781,60.0,62,92.53947777143455
6920,836.338,10.7,12,15.1341665999465,111.1959447089922,56,886.338,60.7,48,65.1341665999465
6921,872.4200000000001,10.9,11,13.40546214056428,110.5131783119546,32,922.4200000000001,60.9,42,63.40546214056428
6922,832.6120000000001,10.9,10,11.38864027128502,110.133150177974,31,882.6120000000001,60.9,34,61.38864027128502
6923,808.8539999999998,10.5,11,47.52658170779321,109.2663113666572,33,858.8539999999998,60.5,34,97.52658170779321
6924,790.4950000000001,9.7,11,8.21934876241761,109.8957818740244,27,840.4950000000001,59.7,31,58.21934876241761
6925,782.3310000000001,9.2,6,7.210937827777981,109.7523802510541,33,832.3310000000001,59.2,33,57.21093782777798
6926,844.944,8.5,5,7.354996532726499,109.909846703079,38,894.944,58.5,27,57.3549965327265
6927,864.2499999999999,8.7,5,8.651524877263165,109.7920608575211,49,914.2499999999999,58.7,31,58.65152487726316
6928,870.3610000000001,8.9,7,11.2445815663365,109.2182137057808,56,920.3610000000001,58.9,35,61.2445815663365
6929,873.15,10.8,9,12.39705120592465,109.7537247809597,72,923.15,60.8,38,62.39705120592465
6930,878.011,13.5,10,76.22842122381793,110.5820310734807,62,928.011,63.5,39,126.2284212238179
6931,804.138,13.8,9,13.83763825540983,111.3722028058284,72,854.138,63.8,37,63.83763825540983
6932,873.4490000000001,14.8,11,14.41387307520391,110.6305195650018,81,923.4490000000001,64.8,43,64.41387307520391
6933,891.6759999999999,15.5,10,15.1341665999465,109.5776591395229,65,941.6759999999999,65.5,45,65.1341665999465
6934,913.76,14.3,8,16.86287105932872,107.2502562473895,66,963.76,64.3,44,66.86287105932873
6935,947.367,12.9,4,18.01534069891687,107.301883344573,47,997.367,62.9,40,68.01534069891687
6936,945.4179999999999,12.9,4,19.0237516335565,107.1901777848528,48,995.4179999999999,62.9,37,69.0237516335565
6937,975.885,12.9,4,20.03216256819613,104.7966980556826,46,1025.885,62.9,39,70.03216256819613
6938,929.316,13.3,3,21.18463220778428,106.3109598508137,48,979.316,63.3,39,71.18463220778428
6939,879.777,13.3,4,21.04057350283576,106.6508753503876,44,929.777,63.3,36,71.04057350283577
6940,877.5070000000001,13.3,4,20.75245609293872,106.1800695201871,61,927.5070000000001,63.3,43,70.75245609293873
6941,901.229,13.0,7,21.61680832262984,110.1208928349394,108,951.229,63.0,50,71.61680832262984
6942,868.3190000000002,15.1,10,22.76927796221798,112.1375738873045,105,918.3190000000002,65.1,58,72.76927796221798
6943,893.613,17.5,9,44.98847575555937,113.0965573959986,69,943.613,67.5,62,94.98847575555936
6944,919.4399999999999,17.0,11,17.15098846922576,112.547040448598,55,969.4399999999999,67.0,54,67.15098846922575
6945,990.318,15.6,9,14.70199048510095,113.1999893065567,34,1040.318,65.6,41,64.70199048510095
6946,896.8409999999999,14.9,10,12.8292273207702,111.2207720595769,29,946.8409999999999,64.9,32,62.8292273207702
6947,898.5520000000001,13.4,11,49.11122746222691,110.5292663993729,23,948.5520000000001,63.4,31,99.1112274622269
6948,865.6769999999999,12.6,9,10.38022933664539,109.0845729422464,22,915.6769999999999,62.6,28,60.38022933664539
6949,845.1280000000002,12.0,6,10.09211192674835,109.1720037508775,26,895.1280000000002,62.0,27,60.09211192674835
6950,892.7529999999999,11.9,6,10.52428804159391,111.4637468200634,21,942.7529999999999,61.9,26,60.52428804159391
6951,904.366,12.9,7,11.82081638613057,112.0644866237395,37,954.366,62.9,33,61.82081638613057
6952,935.24,13.3,8,14.55793178015243,112.8634399038675,47,985.24,63.3,28,64.55793178015243
6953,938.6960000000001,13.2,11,16.28663623953465,114.0037556630536,78,988.6960000000001,63.2,35,66.28663623953466
6954,944.979,12.8,7,79.97394755247942,114.2684575870543,71,994.979,62.8,34,129.9739475524794
6955,952.912,13.4,10,16.86287105932872,115.8385176753004,70,1002.912,63.4,43,66.86287105932873
6956,997.3910000000001,12.2,9,16.86287105932872,113.2456807312816,61,1047.391,62.2,33,66.86287105932873
6957,1024.795,12.1,8,17.72722328901984,111.6809428261545,66,1074.795,62.1,35,67.72722328901983
6958,1007.038,11.7,7,18.30345810881391,108.3639475599043,37,1057.038,61.7,28,68.30345810881391
6959,1081.986,10.7,4,18.87969292860798,110.2144957474268,36,1131.986,60.7,31,68.87969292860798
6960,1050.388,11.3,4,19.59998645335058,108.09451096729,27,1100.388,61.3,38,69.59998645335058
6961,1030.714,11.4,3,20.46433868304169,108.3371475716792,25,1080.714,61.4,37,70.46433868304169
6962,988.847,10.8,4,20.46433868304169,107.9913181460196,29,1038.847,60.8,38,70.46433868304169
6963,983.0440000000001,11.0,3,20.46433868304169,110.3353365959251,33,1033.044,61.0,37,70.46433868304169
6964,1043.7,11.4,5,20.89651479788724,114.3983182269284,41,1093.7,61.4,38,70.89651479788725
6965,1078.485,11.8,8,21.18463220778428,125.702494182613,79,1128.485,61.8,37,71.18463220778428
6966,1066.367,13.2,11,21.18463220778428,135.4078695604927,91,1116.367,63.2,38,71.18463220778428
6967,1088.722,15.2,9,44.98847575555937,137.1791138005297,42,1138.722,65.2,37,94.98847575555936
6968,1028.196,15.6,10,17.00692976427724,138.4590056332692,43,1078.196,65.6,38,67.00692976427725
6969,1050.834182,14.6,12,14.99010789499798,132.4629254962367,39,1100.834182,64.6,38,64.99010789499798
6970,993.789,12.9,9,13.26140343561576,135.8846657915233,43,1043.789,62.9,37,63.26140343561576
6971,1030.158,11.9,10,49.68746228202099,136.8541681415589,36,1080.158,61.9,38,99.68746228202099
6972,1001.346,11.3,11,11.10052286138798,136.6518706962933,37,1051.346,61.3,37,61.10052286138798
